month,node,total_degree,betweenness,pagerank
2025-10,WHS-00026,30,0.006573591563358312,0.0025050108052280503
2025-10,WHS-00002,29,0.00824488930460002,0.0027448431053430093
2025-10,WHS-00068,29,0.013143051986929378,0.002345328203021144
2025-10,WHS-00038,28,0.006009143633275746,0.0024454778621247407
2025-10,WHS-00059,28,0.0027679527352553407,0.0026870070887279954
2025-10,WHS-00091,28,0.008578087126117065,0.002342033645168774
2025-10,WHS-00080,28,0.00401948759619074,0.0024399484796444075
2025-10,WHS-00020,28,0.007295075817067856,0.0037736685582212015
2025-10,WHS-00066,28,0.004944472414236587,0.0024154075260348082
2025-10,MFG-00082,27,0.002182658610711682,0.001393093847871217
2025-10,WHS-00025,27,0.004107208209131688,0.0024517790410677563
2025-10,WHS-00012,27,0.017736294747267366,0.002629172527088372
2025-10,WHS-00037,27,0.004734155631542572,0.0034637938656151687
2025-11,MFG-00141,42,0.0006925142432267795,0.0006165222413340148
2025-11,MFG-00028,37,0.0062123457691413515,0.0009448883245392046
2025-11,WHS-00050,33,0.007336247706969182,0.002453854452683692
2025-11,WHS-00031,33,0.005360842627341082,0.002985470855973483
2025-11,WHS-00069,33,0.010565541084759145,0.0027869123721097956
2025-11,WHS-00064,31,0.01274147481400111,0.002978953398117937
2025-11,WHS-00012,31,0.019105614363511127,0.003274727066877843
2025-11,WHS-00002,30,0.007976028248410013,0.0027345056900232594
2025-11,WHS-00056,30,0.003450224801173312,0.0027794302342566976
2025-11,WHS-00066,29,0.005131387841750293,0.0025272470399741475
2025-11,WHS-00080,29,0.004076997966726383,0.0028370605191508644
2025-11,WHS-00026,29,0.0065372882898140075,0.002170556157091002
2025-11,WHS-00068,29,0.011973761806290143,0.002054837098210137
2025-11,WHS-00076,28,0.008425102499972168,0.002612406150266255
2025-11,DST-00147,28,0.009488277781738667,0.0021475801913801973
2025-11,WHS-00038,28,0.005266129833246616,0.002648053001178526
2025-11,WHS-00025,28,0.004373837806182599,0.002422613895332179
2025-11,WHS-00059,28,0.0027089075004269555,0.0031591258787829883
2025-11,WHS-00020,28,0.006618273338675159,0.002821533315623639
2025-11,WHS-00095,28,0.0,0.003919548142782549
2025-12,MFG-00141,41,0.0006900160972193926,0.0005789866841342257
2025-12,MFG-00028,35,0.005940274025756937,0.0010271254847193888
2025-12,WHS-00031,33,0.004985062061001057,0.0023954398335703335
2025-12,WHS-00069,33,0.01061194464634049,0.0032736947853961858
2025-12,WHS-00012,32,0.018580099067118137,0.003717088776592142
2025-12,WHS-00050,32,0.006952820942151642,0.002776923529455379
2025-12,WHS-00064,31,0.01038308302278955,0.003730992196473568
2025-12,WHS-00095,30,0.0,0.003922887373620668
2025-12,WHS-00038,30,0.006546347395687888,0.002783997658587385
2025-12,WHS-00026,29,0.006538013347630919,0.0026303456766578895
2025-12,WHS-00056,29,0.0028965182091445878,0.0022335909325245447
2025-12,WHS-00002,29,0.007414678842472637,0.0029290966319686774
2025-12,WHS-00020,29,0.007015736940726846,0.0038889395151191428
2025-12,WHS-00066,29,0.005282916148118771,0.0024445813155208854
2025-12,MFG-00089,29,0.0036418882472454618,0.0014411543931791718
2025-12,WHS-00068,29,0.011677133586067135,0.002167676337250761
2025-12,WHS-00025,29,0.0056514212407175815,0.002471360654292499
2025-12,WHS-00059,29,0.001937661744345645,0.002569564101236425
2025-12,WHS-00076,28,0.009175053943057131,0.002456630412891852
2025-12,WHS-00080,28,0.003863393810681118,0.0021890780180303434
