node,node_type,num_suppliers,top_supplier,top_supplier_type,supplier_dependency_ratio,total_upstream_weight
MFG-00132,manufacturer,13,SUP-00194,supplier,0.1378,791.0
RET-00046,retailer,12,DST-00072,distributor,0.1373,590.0
RET-00087,retailer,9,WHS-00068,warehouse,0.1371,372.0
RET-00083,retailer,10,DST-00012,distributor,0.1358,744.0
MFG-00133,manufacturer,15,SUP-00076,supplier,0.1357,796.0
MFG-00124,manufacturer,15,SUP-00166,supplier,0.1352,747.0
RET-00146,retailer,13,WHS-00087,warehouse,0.135,822.0
RET-00065,retailer,14,DST-00053,distributor,0.1342,790.0
RET-00024,retailer,11,MFG-00044,manufacturer,0.1341,813.0
RET-00089,retailer,13,DST-00176,distributor,0.1337,875.0
MFG-00080,manufacturer,11,SUP-00104,supplier,0.1337,808.0
RET-00100,retailer,13,DST-00116,distributor,0.1329,828.0
MFG-00101,manufacturer,11,SUP-00081,supplier,0.1329,858.0
MFG-00088,manufacturer,12,SUP-00119,supplier,0.1328,768.0
MFG-00012,manufacturer,9,SUP-00082,supplier,0.1324,506.0
MFG-00119,manufacturer,12,SUP-00064,supplier,0.1323,809.0
MFG-00139,manufacturer,12,SUP-00187,supplier,0.1319,667.0
RET-00025,retailer,10,DST-00038,distributor,0.1316,76.0
MFG-00122,manufacturer,12,SUP-00200,supplier,0.1316,790.0
RET-00143,retailer,13,DST-00107,distributor,0.1315,730.0
MFG-00150,manufacturer,11,SUP-00296,supplier,0.1314,776.0
RET-00084,retailer,11,DST-00027,distributor,0.1304,790.0
RET-00121,retailer,15,DST-00046,distributor,0.1303,875.0
MFG-00033,manufacturer,13,LOG-00017,logistics_provider,0.1302,845.0
RET-00112,retailer,14,MFG-00140,manufacturer,0.1298,809.0
MFG-00083,manufacturer,12,SUP-00016,supplier,0.1295,811.0
MFG-00021,manufacturer,12,SUP-00134,supplier,0.1295,865.0
MFG-00065,manufacturer,15,SUP-00033,supplier,0.1287,855.0
MFG-00034,manufacturer,13,SUP-00049,supplier,0.1282,811.0
RET-00130,retailer,15,DST-00138,distributor,0.1282,733.0
MFG-00001,manufacturer,11,SUP-00269,supplier,0.128,906.0
DST-00133,distributor,11,WHS-00051,warehouse,0.1277,470.0
RET-00028,retailer,9,DST-00058,distributor,0.1273,872.0
MFG-00047,manufacturer,15,SUP-00237,supplier,0.1265,846.0
RET-00012,retailer,14,DST-00002,distributor,0.1263,839.0
DST-00128,distributor,12,MFG-00047,manufacturer,0.1261,872.0
MFG-00081,manufacturer,11,SUP-00047,supplier,0.1261,888.0
RET-00004,retailer,13,MFG-00042,manufacturer,0.1258,898.0
RET-00133,retailer,13,DST-00145,distributor,0.1255,821.0
MFG-00106,manufacturer,11,SUP-00291,supplier,0.1253,455.0
RET-00115,retailer,15,MFG-00017,manufacturer,0.125,840.0
MFG-00143,manufacturer,13,SUP-00205,supplier,0.1247,826.0
MFG-00115,manufacturer,11,SUP-00068,supplier,0.1245,771.0
MFG-00108,manufacturer,13,SUP-00234,supplier,0.1241,935.0
RET-00122,retailer,11,MFG-00056,manufacturer,0.1234,843.0
MFG-00104,manufacturer,13,SUP-00146,supplier,0.1229,838.0
MFG-00063,manufacturer,11,SUP-00014,supplier,0.1227,888.0
MFG-00086,manufacturer,12,LOG-00041,logistics_provider,0.1226,840.0
RET-00103,retailer,16,LOG-00057,logistics_provider,0.1226,922.0
RET-00119,retailer,12,DST-00051,distributor,0.1218,156.0
RET-00077,retailer,15,DST-00046,distributor,0.1214,832.0
MFG-00043,manufacturer,13,SUP-00133,supplier,0.1211,867.0
RET-00085,retailer,13,DST-00184,distributor,0.1209,885.0
MFG-00079,manufacturer,13,SUP-00038,supplier,0.1209,893.0
RET-00096,retailer,13,MFG-00141,manufacturer,0.1206,937.0
RET-00129,retailer,17,DST-00008,distributor,0.1204,947.0
MFG-00102,manufacturer,12,SUP-00078,supplier,0.1203,881.0
MFG-00030,manufacturer,12,WHS-00094,warehouse,0.12,875.0
RET-00049,retailer,16,DST-00191,distributor,0.12,908.0
RET-00055,retailer,13,DST-00031,distributor,0.12,850.0
MFG-00011,manufacturer,15,SUP-00082,supplier,0.1199,909.0
MFG-00014,manufacturer,13,SUP-00106,supplier,0.1198,843.0
MFG-00100,manufacturer,14,SUP-00083,supplier,0.1189,883.0
MFG-00025,manufacturer,15,SUP-00246,supplier,0.1187,851.0
MFG-00055,manufacturer,15,SUP-00292,supplier,0.1182,846.0
WHS-00010,warehouse,14,MFG-00068,manufacturer,0.1178,951.0
MFG-00125,manufacturer,13,SUP-00025,supplier,0.1177,790.0
RET-00088,retailer,13,DST-00010,distributor,0.1175,1030.0
WHS-00017,warehouse,12,MFG-00051,manufacturer,0.1174,247.0
RET-00086,retailer,11,DST-00019,distributor,0.1173,929.0
RET-00017,retailer,13,DST-00147,distributor,0.1169,881.0
RET-00011,retailer,16,DST-00046,distributor,0.1166,866.0
RET-00054,retailer,13,DST-00088,distributor,0.1162,680.0
RET-00127,retailer,13,LOG-00094,logistics_provider,0.1152,929.0
MFG-00051,manufacturer,16,SUP-00078,supplier,0.1147,933.0
RET-00001,retailer,14,DST-00119,distributor,0.1146,157.0
WHS-00100,warehouse,18,DST-00052,distributor,0.1138,914.0
MFG-00137,manufacturer,14,SUP-00292,supplier,0.1136,819.0
WHS-00016,warehouse,16,SUP-00088,supplier,0.1133,918.0
MFG-00035,manufacturer,14,SUP-00074,supplier,0.1133,953.0
RET-00082,retailer,13,DST-00180,distributor,0.1132,963.0
RET-00047,retailer,14,MFG-00113,manufacturer,0.1132,910.0
RET-00099,retailer,14,DST-00190,distributor,0.1132,848.0
MFG-00044,manufacturer,15,SUP-00015,supplier,0.1129,1010.0
MFG-00059,manufacturer,16,SUP-00080,supplier,0.1128,904.0
MFG-00003,manufacturer,13,WHS-00066,warehouse,0.1126,924.0
MFG-00023,manufacturer,16,LOG-00041,logistics_provider,0.1123,962.0
RET-00148,retailer,14,DST-00036,distributor,0.1122,1016.0
RET-00078,retailer,16,DST-00193,distributor,0.1121,928.0
MFG-00050,manufacturer,13,SUP-00239,supplier,0.1118,984.0
RET-00058,retailer,12,MFG-00019,manufacturer,0.1116,968.0
DST-00119,distributor,11,MFG-00011,manufacturer,0.1116,950.0
MFG-00094,manufacturer,12,SUP-00104,supplier,0.1112,980.0
WHS-00081,warehouse,12,SUP-00202,supplier,0.1111,99.0
MFG-00078,manufacturer,16,LOG-00096,logistics_provider,0.1111,963.0
MFG-00058,manufacturer,17,SUP-00133,supplier,0.111,937.0
RET-00092,retailer,12,MFG-00057,manufacturer,0.111,973.0
MFG-00005,manufacturer,13,SUP-00200,supplier,0.1106,949.0
MFG-00006,manufacturer,14,SUP-00007,supplier,0.1101,963.0
RET-00109,retailer,16,DST-00180,distributor,0.1096,858.0
RET-00059,retailer,16,MFG-00119,manufacturer,0.1093,1006.0
MFG-00103,manufacturer,12,SUP-00126,supplier,0.1092,1026.0
MFG-00135,manufacturer,15,SUP-00051,supplier,0.1091,55.0
RET-00069,retailer,15,MFG-00062,manufacturer,0.1087,929.0
RET-00010,retailer,15,DST-00120,distributor,0.1085,1014.0
RET-00116,retailer,13,MFG-00089,manufacturer,0.1082,952.0
RET-00030,retailer,15,DST-00090,distributor,0.1079,1019.0
RET-00114,retailer,17,MFG-00025,manufacturer,0.1079,945.0
DST-00194,distributor,13,LOG-00038,logistics_provider,0.1078,937.0
RET-00072,retailer,11,DST-00169,distributor,0.1077,975.0
RET-00111,retailer,17,DST-00180,distributor,0.1076,957.0
MFG-00010,manufacturer,17,SUP-00057,supplier,0.1075,977.0
RET-00108,retailer,13,DST-00121,distributor,0.1071,915.0
WHS-00015,warehouse,14,MFG-00150,manufacturer,0.107,271.0
RET-00020,retailer,13,DST-00131,distributor,0.1066,1004.0
RET-00144,retailer,15,WHS-00089,warehouse,0.1059,1058.0
MFG-00123,manufacturer,14,SUP-00127,supplier,0.1056,1127.0
RET-00003,retailer,14,DST-00035,distributor,0.1053,57.0
MFG-00015,manufacturer,12,SUP-00164,supplier,0.1048,372.0
RET-00125,retailer,17,DST-00159,distributor,0.1047,1108.0
MFG-00024,manufacturer,13,SUP-00202,supplier,0.1045,756.0
RET-00042,retailer,16,DST-00065,distributor,0.1044,987.0
DST-00149,distributor,15,MFG-00093,manufacturer,0.1042,1027.0
MFG-00020,manufacturer,17,SUP-00089,supplier,0.1042,1056.0
MFG-00018,manufacturer,12,SUP-00241,supplier,0.1037,241.0
MFG-00017,manufacturer,13,SUP-00112,supplier,0.1037,1013.0
MFG-00130,manufacturer,15,SUP-00051,supplier,0.1037,1022.0
RET-00036,retailer,13,DST-00089,distributor,0.1037,1061.0
RET-00045,retailer,16,MFG-00148,manufacturer,0.1034,1044.0
MFG-00038,manufacturer,13,SUP-00195,supplier,0.1029,340.0
MFG-00144,manufacturer,14,WHS-00060,warehouse,0.1027,1061.0
MFG-00069,manufacturer,13,SUP-00164,supplier,0.1021,1077.0
RET-00057,retailer,17,DST-00082,distributor,0.1018,1022.0
MFG-00082,manufacturer,13,SUP-00050,supplier,0.1016,1043.0
MFG-00136,manufacturer,14,SUP-00171,supplier,0.1009,1070.0
MFG-00084,manufacturer,13,SUP-00070,supplier,0.1007,1053.0
MFG-00046,manufacturer,15,SUP-00280,supplier,0.1007,1082.0
WHS-00023,warehouse,17,SUP-00260,supplier,0.1005,1025.0
MFG-00148,manufacturer,19,SUP-00165,supplier,0.1001,1049.0
RET-00104,retailer,13,LOG-00050,logistics_provider,0.1,110.0
MFG-00128,manufacturer,17,WHS-00001,warehouse,0.1,1030.0
WHS-00034,warehouse,16,DST-00011,distributor,0.0998,862.0
MFG-00062,manufacturer,20,SUP-00234,supplier,0.0997,1133.0
MFG-00146,manufacturer,16,SUP-00163,supplier,0.0996,1034.0
RET-00149,retailer,15,LOG-00014,logistics_provider,0.0995,1096.0
RET-00063,retailer,14,MFG-00149,manufacturer,0.0992,1048.0
RET-00014,retailer,17,DST-00112,distributor,0.0991,1100.0
RET-00142,retailer,15,DST-00181,distributor,0.0988,1053.0
WHS-00099,warehouse,17,LOG-00047,logistics_provider,0.0987,821.0
RET-00095,retailer,16,WHS-00089,warehouse,0.0985,1097.0
RET-00131,retailer,18,DST-00147,distributor,0.0983,1149.0
RET-00056,retailer,17,DST-00111,distributor,0.0983,1119.0
RET-00134,retailer,16,DST-00093,distributor,0.0982,1028.0
MFG-00037,manufacturer,15,SUP-00020,supplier,0.0977,1054.0
WHS-00048,warehouse,14,SUP-00240,supplier,0.0973,185.0
MFG-00042,manufacturer,18,SUP-00050,supplier,0.0972,1101.0
RET-00138,retailer,17,DST-00055,distributor,0.097,1217.0
RET-00043,retailer,20,DST-00070,distributor,0.097,1113.0
RET-00023,retailer,14,DST-00178,distributor,0.0967,548.0
WHS-00074,warehouse,20,MFG-00086,manufacturer,0.0965,1109.0
WHS-00004,warehouse,21,SUP-00120,supplier,0.0962,676.0
RET-00039,retailer,18,DST-00157,distributor,0.0961,1082.0
MFG-00129,manufacturer,17,SUP-00256,supplier,0.096,1115.0
RET-00026,retailer,13,DST-00036,distributor,0.0957,1108.0
WHS-00022,warehouse,19,DST-00138,distributor,0.0955,639.0
RET-00107,retailer,17,DST-00125,distributor,0.0954,1080.0
RET-00052,retailer,17,MFG-00143,manufacturer,0.0948,1160.0
MFG-00147,manufacturer,13,WHS-00014,warehouse,0.0947,1161.0
MFG-00016,manufacturer,15,SUP-00075,supplier,0.0945,1175.0
RET-00048,retailer,16,DST-00050,distributor,0.0938,768.0
RET-00076,retailer,13,DST-00115,distributor,0.0938,1173.0
MFG-00072,manufacturer,17,SUP-00187,supplier,0.0933,1104.0
WHS-00019,warehouse,18,SUP-00232,supplier,0.0931,816.0
RET-00113,retailer,18,DST-00020,distributor,0.093,1172.0
MFG-00075,manufacturer,17,SUP-00188,supplier,0.0929,1162.0
WHS-00046,warehouse,15,DST-00120,distributor,0.0922,488.0
WHS-00061,warehouse,22,SUP-00271,supplier,0.0913,1139.0
RET-00051,retailer,21,DST-00188,distributor,0.0902,1186.0
WHS-00018,warehouse,16,MFG-00003,manufacturer,0.0902,1142.0
WHS-00009,warehouse,20,SUP-00267,supplier,0.0901,1177.0
MFG-00077,manufacturer,17,SUP-00020,supplier,0.0899,267.0
RET-00105,retailer,15,DST-00032,distributor,0.0899,1201.0
WHS-00036,warehouse,20,DST-00115,distributor,0.0897,1215.0
RET-00139,retailer,18,DST-00136,distributor,0.0895,1162.0
MFG-00110,manufacturer,17,SUP-00164,supplier,0.0888,529.0
WHS-00085,warehouse,18,MFG-00096,manufacturer,0.0883,1098.0
WHS-00043,warehouse,21,MFG-00064,manufacturer,0.0881,1283.0
MFG-00026,manufacturer,17,SUP-00133,supplier,0.088,1204.0
RET-00090,retailer,17,DST-00196,distributor,0.0878,695.0
WHS-00012,warehouse,26,MFG-00037,manufacturer,0.0877,1243.0
RET-00044,retailer,17,LOG-00075,logistics_provider,0.0875,1257.0
MFG-00096,manufacturer,15,SUP-00019,supplier,0.0873,1225.0
RET-00033,retailer,16,WHS-00097,warehouse,0.0873,1237.0
MFG-00145,manufacturer,19,SUP-00026,supplier,0.0868,1175.0
MFG-00008,manufacturer,18,WHS-00044,warehouse,0.0863,139.0
WHS-00078,warehouse,19,SUP-00234,supplier,0.086,1186.0
RET-00123,retailer,16,DST-00113,distributor,0.0858,1212.0
WHS-00093,warehouse,20,MFG-00041,manufacturer,0.0853,1243.0
MFG-00056,manufacturer,16,SUP-00266,supplier,0.0847,1251.0
WHS-00086,warehouse,23,DST-00131,distributor,0.0844,1303.0
MFG-00097,manufacturer,16,SUP-00251,supplier,0.0842,938.0
MFG-00087,manufacturer,16,SUP-00093,supplier,0.0839,596.0
WHS-00013,warehouse,26,DST-00174,distributor,0.0835,1317.0
MFG-00067,manufacturer,15,SUP-00154,supplier,0.0834,1211.0
WHS-00060,warehouse,19,MFG-00066,manufacturer,0.0831,1324.0
WHS-00042,warehouse,22,SUP-00216,supplier,0.083,1326.0
WHS-00057,warehouse,20,DST-00009,distributor,0.0826,1283.0
WHS-00084,warehouse,19,DST-00166,distributor,0.0824,279.0
WHS-00068,warehouse,22,DST-00172,distributor,0.082,1329.0
MFG-00022,manufacturer,17,SUP-00163,supplier,0.0812,1330.0
WHS-00077,warehouse,21,SUP-00185,supplier,0.0811,1295.0
RET-00066,retailer,19,LOG-00078,logistics_provider,0.0802,1396.0
MFG-00071,manufacturer,22,SUP-00001,supplier,0.0794,1348.0
WHS-00070,warehouse,17,DST-00116,distributor,0.0793,857.0
WHS-00003,warehouse,22,SUP-00273,supplier,0.0791,1353.0
WHS-00088,warehouse,30,DST-00048,distributor,0.0785,1375.0
MFG-00089,manufacturer,19,SUP-00093,supplier,0.0784,1390.0
WHS-00089,warehouse,23,MFG-00141,manufacturer,0.0784,1377.0
RET-00008,retailer,17,DST-00045,distributor,0.078,1346.0
WHS-00094,warehouse,25,DST-00147,distributor,0.0779,1373.0
WHS-00071,warehouse,24,SUP-00007,supplier,0.0774,1396.0
MFG-00112,manufacturer,21,SUP-00125,supplier,0.0769,1560.0
MFG-00053,manufacturer,17,WHS-00038,warehouse,0.0765,928.0
MFG-00013,manufacturer,18,SUP-00012,supplier,0.0763,1416.0
WHS-00067,warehouse,22,DST-00080,distributor,0.0763,1389.0
WHS-00047,warehouse,22,MFG-00128,manufacturer,0.076,1408.0
WHS-00090,warehouse,20,MFG-00070,manufacturer,0.076,1158.0
WHS-00097,warehouse,21,SUP-00223,supplier,0.0754,1473.0
WHS-00076,warehouse,25,MFG-00141,manufacturer,0.0754,1445.0
WHS-00007,warehouse,24,DST-00024,distributor,0.0743,1426.0
WHS-00039,warehouse,23,MFG-00022,manufacturer,0.0742,1495.0
WHS-00029,warehouse,22,DST-00101,distributor,0.0732,82.0
MFG-00134,manufacturer,18,SUP-00135,supplier,0.0729,1385.0
WHS-00054,warehouse,21,DST-00193,distributor,0.0729,1509.0
RET-00029,retailer,23,WHS-00024,warehouse,0.0712,1516.0
RET-00019,retailer,21,DST-00173,distributor,0.0704,1548.0
RET-00006,retailer,20,DST-00184,distributor,0.0701,1570.0
WHS-00033,warehouse,25,LOG-00007,logistics_provider,0.07,1485.0
WHS-00052,warehouse,22,SUP-00141,supplier,0.0697,1535.0
MFG-00029,manufacturer,23,SUP-00252,supplier,0.0692,1546.0
MFG-00131,manufacturer,19,WHS-00089,warehouse,0.0691,391.0
WHS-00028,warehouse,22,DST-00045,distributor,0.069,87.0
WHS-00065,warehouse,21,DST-00062,distributor,0.0689,1523.0
WHS-00032,warehouse,22,SUP-00039,supplier,0.0688,494.0
WHS-00014,warehouse,24,DST-00189,distributor,0.0688,1629.0
WHS-00092,warehouse,27,SUP-00022,supplier,0.0686,1458.0
WHS-00066,warehouse,23,MFG-00030,manufacturer,0.0678,1564.0
RET-00067,retailer,21,DST-00080,distributor,0.0677,1626.0
WHS-00069,warehouse,25,SUP-00107,supplier,0.0677,1552.0
WHS-00035,warehouse,31,DST-00040,distributor,0.0677,1728.0
WHS-00051,warehouse,25,SUP-00085,supplier,0.0674,1557.0
WHS-00005,warehouse,30,SUP-00082,supplier,0.0673,1590.0
WHS-00083,warehouse,24,MFG-00051,manufacturer,0.0673,1605.0
WHS-00006,warehouse,31,SUP-00066,supplier,0.067,1596.0
WHS-00056,warehouse,24,SUP-00194,supplier,0.0661,1634.0
WHS-00087,warehouse,27,DST-00115,distributor,0.066,1592.0
WHS-00027,warehouse,27,SUP-00037,supplier,0.0658,1611.0
RET-00032,retailer,23,MFG-00071,manufacturer,0.0658,1612.0
WHS-00091,warehouse,29,MFG-00083,manufacturer,0.0656,1722.0
WHS-00063,warehouse,27,MFG-00078,manufacturer,0.0651,1721.0
WHS-00024,warehouse,27,DST-00079,distributor,0.0648,1714.0
WHS-00072,warehouse,24,DST-00009,distributor,0.0644,1692.0
WHS-00064,warehouse,26,MFG-00149,manufacturer,0.0639,1784.0
WHS-00008,warehouse,23,DST-00082,distributor,0.0637,1616.0
WHS-00011,warehouse,24,DST-00083,distributor,0.0634,1610.0
WHS-00082,warehouse,25,MFG-00007,manufacturer,0.0628,1640.0
WHS-00058,warehouse,23,DST-00066,distributor,0.0621,1724.0
WHS-00021,warehouse,21,DST-00060,distributor,0.0618,744.0
WHS-00041,warehouse,23,MFG-00065,manufacturer,0.0618,1229.0
WHS-00038,warehouse,30,DST-00125,distributor,0.0617,1638.0
WHS-00098,warehouse,28,MFG-00082,manufacturer,0.0616,1801.0
WHS-00079,warehouse,25,SUP-00143,supplier,0.0616,1752.0
WHS-00073,warehouse,28,SUP-00241,supplier,0.061,1673.0
WHS-00053,warehouse,33,DST-00018,distributor,0.06,1599.0
RET-00117,retailer,22,DST-00102,distributor,0.0599,284.0
WHS-00075,warehouse,29,DST-00122,distributor,0.0598,1639.0
WHS-00050,warehouse,28,DST-00059,distributor,0.0594,1801.0
WHS-00096,warehouse,29,SUP-00074,supplier,0.0592,1909.0
WHS-00044,warehouse,28,DST-00014,distributor,0.0587,1771.0
WHS-00030,warehouse,25,DST-00118,distributor,0.0583,1974.0
WHS-00059,warehouse,31,DST-00103,distributor,0.0559,2074.0
WHS-00062,warehouse,27,DST-00020,distributor,0.0557,1921.0
WHS-00031,warehouse,37,SUP-00101,supplier,0.0544,2133.0
WHS-00037,warehouse,29,MFG-00004,manufacturer,0.0539,2059.0
WHS-00025,warehouse,34,SUP-00187,supplier,0.0535,2018.0
WHS-00080,warehouse,37,MFG-00089,manufacturer,0.0534,2043.0
WHS-00020,warehouse,35,DST-00029,distributor,0.0533,2044.0
WHS-00055,warehouse,25,DST-00080,distributor,0.0533,2025.0
WHS-00049,warehouse,32,DST-00080,distributor,0.0531,2014.0
WHS-00045,warehouse,30,LOG-00010,logistics_provider,0.0527,2013.0
WHS-00026,warehouse,33,SUP-00254,supplier,0.0487,2117.0
WHS-00095,warehouse,36,SUP-00228,supplier,0.0475,2295.0
WHS-00002,warehouse,32,DST-00198,distributor,0.0431,2482.0
