node,in_degree,out_degree,total_degree,in_degree_centrality,out_degree_centrality,betweenness,closeness,eigenvector,pagerank,total_degree_rank,betweenness_rank,closeness_rank,eigenvector_rank,pagerank_rank,bridge_without_hub
MFG-00122,12,11,23,0.012012012012012012,0.011011011011011011,0.0010508584491612228,0.0143000143000143,1.4507813758526509e-46,0.0008120234651411808,164,334,573,573,484,-170
MFG-00142,9,14,23,0.009009009009009009,0.014014014014014014,0.00242410380903556,0.18150221833086283,5.343657097594647e-06,0.0006875006232246502,164,182,550,558,533,-18
MFG-00051,16,7,23,0.016016016016016016,0.007007007007007007,0.001480637470960642,0.22380122159371607,0.012720088194461614,0.0011056839404270558,164,282,399,411,376,-118
MFG-00013,18,5,23,0.018018018018018018,0.005005005005005005,0.001983449241508428,0.23184373527398686,0.023705382890294863,0.001904293175552489,164,229,342,311,139,-65
WHS-00085,18,5,23,0.018018018018018018,0.005005005005005005,0.00504089094856195,0.24220944493982038,0.015510259671791414,0.0013797824810397917,164,60,264,384,280,104
MFG-00150,11,12,23,0.011011011011011011,0.012012012012012012,0.0013733591837745568,0.2045169088396754,0.004098295044777026,0.0009173233965220056,164,300,485,504,440,-136
MFG-00008,18,5,23,0.018018018018018018,0.005005005005005005,0.0017994957485877956,0.221496152831983,0.003951691880113381,0.0006981338483493622,164,246,413,507,528,-82
MFG-00114,9,13,22,0.009009009009009009,0.013013013013013013,0.0033264383279486484,0.19331889775910477,0.0025434761736281785,0.000956917407089228,179,122,523,525,429,57
MFG-00037,15,7,22,0.015015015015015015,0.007007007007007007,0.0010442600160117691,0.015444015444015443,7.466867298651569e-47,0.0011769129581354993,179,337,567,587,346,-158
DST-00194,13,9,22,0.013013013013013013,0.009009009009009009,0.0018954038951851761,0.25255290878066683,0.030884980118990442,0.0016845130561032355,179,239,172,262,182,-60
DST-00079,8,14,22,0.008008008008008008,0.014014014014014014,0.004956691193596043,0.2539991673849942,0.028453040668349566,0.0018499037377053835,179,62,160,274,147,117
MFG-00086,12,10,22,0.012012012012012012,0.01001001001001001,0.002014423412787962,0.21108675600049784,0.022846539815794143,0.0011315084642647328,179,227,461,321,362,-48
DST-00010,6,16,22,0.006006006006006006,0.016016016016016016,0.004210966728969102,0.2342930583273931,0.020783795542512282,0.0015794288528769081,179,95,324,336,215,84
MFG-00019,8,14,22,0.008008008008008008,0.014014014014014014,0.001535566097827939,0.19985178081488977,0.0060499912372858336,0.0007867402153294803,179,273,502,482,493,-94
MFG-00113,11,11,22,0.011011011011011011,0.011011011011011011,0.0011164912470105445,0.201211702204047,0.0034571378498776196,0.0007617390297672058,179,329,493,513,502,-150
WHS-00070,17,5,22,0.017017017017017015,0.005005005005005005,0.0015870588057351426,0.2386259830778997,0.023044329260858566,0.0014772993199758404,179,267,288,317,244,-88
WHS-00057,20,2,22,0.02002002002002002,0.002002002002002002,0.0011543670407650106,0.2497092447831364,0.032309465215720354,0.0019299503821423663,179,322,201,257,134,-143
MFG-00024,13,9,22,0.013013013013013013,0.009009009009009009,0.0011684149277364903,0.01410105757931845,2.1041217417986825e-46,0.0009688463330722406,179,320,574,569,423,-141
MFG-00070,10,12,22,0.01001001001001001,0.012012012012012012,0.002113082633487154,0.1936882297144306,0.008245749964046475,0.0015694621860595562,179,213,521,456,219,-34
MFG-00034,13,9,22,0.013013013013013013,0.009009009009009009,0.0019866468995748563,0.20594128661453096,0.010180624077384312,0.0010264722863796265,179,228,478,438,398,-49
DST-00018,9,13,22,0.009009009009009009,0.013013013013013013,0.002689247809040209,0.256199882192662,0.05761961293061944,0.0025788843607517757,179,171,142,101,27,8
DST-00128,12,10,22,0.012012012012012012,0.01001001001001001,0.0027850035558163438,0.2594784912883633,0.030657946440982714,0.0017985047506162042,179,164,111,263,158,15
RET-00117,22,0,22,0.022022022022022022,0.0,0.0,0.2704792244716199,0.016765745107237887,0.0007592791950416459,179,553,41,374,506,-374
MFG-00129,17,5,22,0.017017017017017015,0.005005005005005005,0.0016043512115277395,0.22239851885730919,0.017651471303086662,0.001358455026285663,179,266,405,363,285,-87
DST-00108,7,14,21,0.007007007007007007,0.014014014014014014,0.002875791227462283,0.23514700916954065,0.035040530864477275,0.0017100430287113858,196,154,320,232,175,42
DST-00192,6,15,21,0.006006006006006006,0.015015015015015015,0.0021242150638083705,0.22951929937699667,0.023250255983118858,0.0011424903734000868,196,211,359,313,359,-15
RET-00051,21,0,21,0.02102102102102102,0.0,0.0,0.2800663978982911,0.08937012510929623,0.0026918865654244908,196,553,12,14,19,-357
MFG-00005,13,8,21,0.013013013013013013,0.008008008008008008,0.0017473646667020273,0.2127957042499771,0.01041894342844499,0.0012801102239304728,196,250,452,434,308,-54
RET-00019,21,0,21,0.02102102102102102,0.0,0.0,0.27951746336693417,0.11510196327427362,0.0029208688555375896,196,553,13,6,14,-357
MFG-00012,9,12,21,0.009009009009009009,0.012012012012012012,0.0018132051362045201,0.19729598934491901,0.004961576348764265,0.0008321531313122091,196,244,509,491,475,-48
DST-00067,4,17,21,0.004004004004004004,0.017017017017017015,0.003127040912996784,0.23260362952267244,0.040944765830975366,0.001248124552840816,196,134,338,190,319,62
MFG-00066,9,12,21,0.009009009009009009,0.012012012012012012,0.0013322688065304524,0.19321363290870505,0.004737619215320759,0.0008236752364273639,196,305,524,494,479,-109
MFG-00009,11,10,21,0.011011011011011011,0.01001001001001001,0.0014556989912539522,0.18970159681199508,0.0035019035415844242,0.0007629100851304263,196,287,534,512,500,-91
DST-00027,11,10,21,0.011011011011011011,0.01001001001001001,0.002395094189567095,0.2581570293465528,0.042987262030109184,0.0014167624891242773,196,185,124,177,268,11
MFG-00102,12,9,21,0.012012012012012012,0.009009009009009009,0.0008174457188342074,0.012262262262262262,1.4069589471526034e-47,0.001060746273224264,196,367,583,596,387,-171
MFG-00103,12,9,21,0.012012012012012012,0.009009009009009009,0.0009555504892161362,0.012812812812812813,1.0000764164433634e-46,0.0009284666971445278,196,347,577,582,436,-151
MFG-00139,12,9,21,0.012012012012012012,0.009009009009009009,0.0009158768720750837,0.01514014014014014,3.733139184526189e-46,0.0008579425144676189,196,352,568,561,462,-156
DST-00042,11,10,21,0.011011011011011011,0.01001001001001001,0.0020566179801964147,0.25372673352651903,0.05811816986847434,0.002029712866284529,196,221,166,99,108,-25
MFG-00140,9,12,21,0.009009009009009009,0.012012012012012012,0.004423867264172149,0.23592874789683302,0.03303260546121573,0.001265336933883045,196,86,314,250,313,110
DST-00119,11,10,21,0.011011011011011011,0.01001001001001001,0.0031554571844605245,0.24744549291271747,0.03561514140655041,0.0015606936689976307,196,131,221,228,223,65
RET-00067,21,0,21,0.02102102102102102,0.0,0.0,0.2889359709018523,0.1437674320237159,0.003319329372806586,196,553,2,1,6,-357
MFG-00018,12,9,21,0.012012012012012012,0.009009009009009009,0.0012999842355677976,0.19862123528510317,0.0008572603043415421,0.0005622879486658733,196,310,505,544,571,-114
MFG-00137,14,7,21,0.014014014014014014,0.007007007007007007,0.0006915118123928468,0.014742014742014743,8.906541148712984e-47,0.0008502030464223151,196,382,569,584,465,-186
MFG-00048,10,11,21,0.01001001001001001,0.011011011011011011,0.0026896308349909108,0.19839912599208098,0.0017621461811465028,0.0007106093359481457,196,170,506,529,519,26
MFG-00059,16,5,21,0.016016016016016016,0.005005005005005005,0.002343526014989852,0.2466714194208111,0.053470325826301145,0.0017854746305503298,196,188,229,119,163,8
MFG-00085,10,11,21,0.01001001001001001,0.011011011011011011,0.0021304116976604507,0.22408388811925284,0.02043203452482231,0.0014717864689442338,196,210,397,340,247,-14
MFG-00077,17,4,21,0.017017017017017015,0.004004004004004004,0.0004903291276303912,0.01859924440569602,5.063911840282414e-47,0.0005643513276105837,196,417,561,592,568,-221
DST-00043,10,11,21,0.01001001001001001,0.011011011011011011,0.0034227355176906036,0.24446216798955345,0.031755616187730734,0.0016140428698136228,196,120,246,260,203,76
DST-00069,7,14,21,0.007007007007007007,0.014014014014014014,0.0021456262131400745,0.24073055416338995,0.03469217618645318,0.001484283398483215,196,207,275,235,239,-11
MFG-00092,8,12,20,0.008008008008008008,0.012012012012012012,0.0019180391085855592,0.2003030408336646,0.0011890968123499366,0.0005090316194643463,221,236,499,536,588,-15
WHS-00100,18,2,20,0.018018018018018018,0.002002002002002002,0.0008916402127283731,0.2550031166631957,0.026729489104915835,0.001153401186810178,221,355,152,288,356,-134
MFG-00069,13,7,20,0.013013013013013013,0.007007007007007007,0.0005399083795642548,0.01377568044234711,8.842535952689706e-47,0.0010211734925371033,221,408,576,585,401,-187
MFG-00068,9,11,20,0.009009009009009009,0.011011011011011011,0.001417562624615882,0.1898030686476795,0.0036047983562494954,0.0010153263638466026,221,293,533,511,404,-72
MFG-00094,12,8,20,0.012012012012012012,0.008008008008008008,0.0028334264526527317,0.21842833908084755,0.03688376515144847,0.0014106998525922857,221,158,435,218,270,63
MFG-00118,10,10,20,0.01001001001001001,0.01001001001001001,0.0022154067503824594,0.18715023039917555,0.00342018173155044,0.0007453998156321296,221,198,539,514,510,23
RET-00043,20,0,20,0.02002002002002002,0.0,0.0,0.2851055773886642,0.07466198731239632,0.002101869686844644,221,553,5,44,91,-332
WHS-00048,14,6,20,0.014014014014014014,0.006006006006006006,0.0019484075888030361,0.22394246565909554,0.006038053915077351,0.0005764961797308296,221,231,398,483,562,-10
DST-00020,3,17,20,0.003003003003003003,0.017017017017017015,0.002918612072204181,0.22536477411040767,0.04795836807424891,0.0013958866190880088,221,147,389,152,274,74
DST-00121,8,12,20,0.008008008008008008,0.012012012012012012,0.002182638038074393,0.22804423961236298,0.019446327121323093,0.0012293484358262931,221,204,371,349,327,17
MFG-00038,13,7,20,0.013013013013013013,0.007007007007007007,0.002259088234744417,0.21324329136829137,0.007117972436790067,0.0012321129385772338,221,193,451,471,323,28
DST-00148,7,13,20,0.007007007007007007,0.013013013013013013,0.0025588766464521187,0.25255290878066683,0.025206856964253118,0.0010841257813576667,221,176,172,301,380,45
DST-00112,7,13,20,0.007007007007007007,0.013013013013013013,0.004197190700168769,0.2500611957976299,0.040461817693621296,0.001125794980872233,221,96,198,194,367,125
MFG-00117,11,9,20,0.011011011011011011,0.009009009009009009,0.0021210056017719335,0.229742205786233,0.01270599385528232,0.0008142170113314888,221,212,357,412,483,9
DST-00115,11,9,20,0.011011011011011011,0.009009009009009009,0.003523300082041215,0.2539991673849942,0.02472176057917007,0.0014335406947894736,221,115,160,304,262,106
MFG-00063,11,9,20,0.011011011011011011,0.009009009009009009,0.0007325565582792311,0.01257779518649084,2.8763829439981884e-46,0.0009711872354588235,221,376,578,564,420,-155
MFG-00081,11,9,20,0.011011011011011011,0.009009009009009009,0.0011430319588174754,0.01257779518649084,2.2277969576289657e-46,0.000862301530643353,221,325,578,568,461,-104
RET-00006,20,0,20,0.02002002002002002,0.0,0.0,0.2858016714987386,0.12823927154636422,0.003396538941717633,221,553,4,4,4,-332
MFG-00007,9,11,20,0.009009009009009009,0.011011011011011011,0.0012158814804082518,0.1917518707575449,0.004374376062144201,0.0008357663397473463,221,315,528,501,473,-94
MFG-00108,13,7,20,0.013013013013013013,0.007007007007007007,0.0026932167617004263,0.2219117178466772,0.016704670986686557,0.0014351927409174386,221,169,408,375,261,52
WHS-00018,16,4,20,0.016016016016016016,0.004004004004004004,0.0017093442775553734,0.24212680780405108,0.0470948549911558,0.0016553676700513521,221,255,265,160,192,-34
MFG-00050,13,6,19,0.013013013013013013,0.006006006006006006,0.0014724533997901097,0.20799345652804035,0.003860398823439992,0.001129096813147333,242,283,469,509,364,-41
DST-00052,6,13,19,0.006006006006006006,0.013013013013013013,0.0032689160640819634,0.22996554558446977,0.014296665427188451,0.001177034694657822,242,124,354,394,345,118
DST-00081,6,13,19,0.006006006006006006,0.013013013013013013,0.0023376443359170904,0.24040436100056697,0.04301212077462519,0.0014591301485384577,242,189,280,176,251,53
MFG-00138,10,9,19,0.01001001001001001,0.009009009009009009,0.002201245551565538,0.19718635000657783,0.008799734906364308,0.0008678239512419431,242,201,510,448,459,41
DST-00120,6,13,19,0.006006006006006006,0.013013013013013013,0.0024849407833826592,0.2201221072188814,0.010346657294427597,0.0010665081330241309,242,179,421,436,386,63
DST-00083,10,9,19,0.01001001001001001,0.009009009009009009,0.002066125203493239,0.22295748466028073,0.01377694955161393,0.0010180212894113098,242,218,404,402,402,24
MFG-00045,10,9,19,0.01001001001001001,0.009009009009009009,0.0007598377809241573,0.010093426760093427,3.8521073941675633e-47,0.000826890613866631,242,375,589,594,478,-133
DST-00058,10,9,19,0.01001001001001001,0.009009009009009009,0.0028503695005560404,0.24395794901123194,0.0393527322743664,0.0016563252356275307,242,157,251,202,190,85
MFG-00107,10,9,19,0.01001001001001001,0.009009009009009009,0.0007880969429625738,0.011648011648011648,1.3552848054281424e-46,0.0008399545957650852,242,372,584,574,471,-130
DST-00006,9,10,19,0.009009009009009009,0.01001001001001001,0.0017995152630319539,0.24089398291706507,0.06144251553586523,0.0013252265526534613,242,245,273,85,293,-3
MFG-00030,12,7,19,0.012012012012012012,0.007007007007007007,0.0027519221504702924,0.2484851798577289,0.05812475980687946,0.0018991555783540554,242,165,213,98,140,77
DST-00009,9,10,19,0.009009009009009009,0.01001001001001001,0.0024616798517004307,0.23902784562939497,0.03855878054655327,0.001646024859428711,242,180,285,208,194,62
MFG-00109,8,11,19,0.008008008008008008,0.011011011011011011,0.0003830094689005795,0.008108108108108109,1.2369600559044049e-47,0.0005191781201718568,242,434,594,598,581,-192
DST-00050,7,12,19,0.007007007007007007,0.012012012012012012,0.0047181547005072,0.24505306411383762,0.0268848521793403,0.001156112295686957,242,71,241,286,355,171
DST-00093,8,11,19,0.008008008008008008,0.011011011011011011,0.002212642202337983,0.238145528078414,0.02177465265271926,0.001546969790983986,242,200,294,328,225,42
MFG-00036,9,10,19,0.009009009009009009,0.01001001001001001,0.00035542183286157644,0.009609609609609611,1.378603077561884e-47,0.0006945049063426163,242,442,591,597,529,-200
DST-00180,9,10,19,0.009009009009009009,0.01001001001001001,0.002791959391245615,0.2336758885985096,0.0196629955753069,0.0013173027997133904,242,162,330,348,297,80
MFG-00105,8,11,19,0.008008008008008008,0.011011011011011011,0.004238714206905617,0.2284112242271238,0.015237620475809536,0.001392519933618579,242,94,365,386,276,148
DST-00133,11,8,19,0.011011011011011011,0.008008008008008008,0.0013510005646744008,0.23437043384203227,0.014864779691874006,0.0011396467605917732,242,303,323,388,361,-61
MFG-00080,11,8,19,0.011011011011011011,0.008008008008008008,0.0005606259975463684,0.01257779518649084,2.9298433010174195e-46,0.0008717114093534819,242,403,578,562,458,-161
RET-00066,19,0,19,0.01901901901901902,0.0,0.0,0.2748687636631995,0.10331764594422962,0.0024854869045705906,242,553,23,10,36,-311
MFG-00090,14,4,18,0.014014014014014014,0.004004004004004004,0.001108821167994898,0.21266816711827202,0.0029415116166519577,0.000975066392750438,263,331,453,518,418,-68
DST-00014,9,9,18,0.009009009009009009,0.009009009009009009,0.0020993292679640264,0.25731460249226745,0.06810287697658957,0.00199122328415803,263,214,132,58,124,49
DST-00134,9,9,18,0.009009009009009009,0.009009009009009009,0.002855235402959851,0.24927069675928124,0.05229841554037256,0.002934948990711333,263,155,205,123,13,108
DST-00062,4,14,18,0.004004004004004004,0.014014014014014014,0.001149884765189502,0.20793251499375143,0.014007069933955183,0.0012755130013334419,263,324,470,396,311,-61
MFG-00049,9,9,18,0.009009009009009009,0.009009009009009009,0.0006169083542407537,0.010725010725010725,1.688077743175163e-46,0.0007088325836440662,263,393,588,570,520,-130
RET-00113,18,0,18,0.018018018018018018,0.0,0.0,0.28139254761090204,0.130532135456815,0.00235390107941687,263,553,9,2,51,-290
MFG-00041,7,11,18,0.007007007007007007,0.011011011011011011,0.001380105866545942,0.19615082191091035,0.004517711537896121,0.0006857017917811029,263,299,511,500,534,-36
MFG-00040,7,11,18,0.007007007007007007,0.011011011011011011,0.0011521769434829487,0.18039493484333344,0.010311633407439525,0.000838901099722166,263,323,551,437,472,-60
MFG-00116,8,10,18,0.008008008008008008,0.01001001001001001,0.001791900295368214,0.18380566528714679,0.0002596522407722795,0.0006212021816519205,263,249,547,556,552,14
DST-00045,6,12,18,0.006006006006006006,0.012012012012012012,0.0016294082619492467,0.21978125539599677,0.029235787014599116,0.0012052403484361914,263,263,424,271,335,0
MFG-00064,12,6,18,0.012012012012012012,0.006006006006006006,0.0020521845994794924,0.22914874836088917,0.0376373537562378,0.001655455916074223,263,223,361,213,191,40
RET-00139,18,0,18,0.018018018018018018,0.0,0.0,0.273303583384074,0.07857459511608944,0.002398771400534865,263,553,29,35,46,-290
DST-00084,7,11,18,0.007007007007007007,0.011011011011011011,0.0023545086011402985,0.2520147988897989,0.057368187038026264,0.0021254679388413153,263,187,178,104,87,76
DST-00160,8,10,18,0.008008008008008008,0.01001001001001001,0.004460088707836094,0.2466714194208111,0.04469948208824022,0.0015058480977114556,263,84,229,165,235,179
DST-00039,7,11,18,0.007007007007007007,0.011011011011011011,0.0025554315382887802,0.23176801883529513,0.0087340402878122,0.0009331297095678621,263,177,345,450,435,86
SUP-00164,0,18,18,0.0,0.018018018018018018,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,263,553,703,703,703,-290
DST-00122,10,8,18,0.01001001001001001,0.008008008008008008,0.0031478208664846795,0.2519253367673673,0.035112997310577154,0.0013094707010863694,263,132,182,231,298,131
DST-00073,7,11,18,0.007007007007007007,0.011011011011011011,0.0016920500531810482,0.23926961351101608,0.03049706650987145,0.0014396355051100422,263,258,284,266,260,5
DST-00090,12,6,18,0.012012012012012012,0.006006006006006006,0.0014910420751367056,0.26881578548245216,0.05159814935440495,0.0020787325538638027,263,280,50,129,99,-17
DST-00086,5,13,18,0.005005005005005005,0.013013013013013013,0.002885469261535876,0.23413846046640505,0.031112723529856005,0.0012516526196007303,263,153,326,261,317,110
DST-00087,7,11,18,0.007007007007007007,0.011011011011011011,0.0019037068400475066,0.2331385261740058,0.011053043819532331,0.0008848966284894458,263,238,334,428,454,25
DST-00056,4,14,18,0.004004004004004004,0.014014014014014014,0.0017976117748920632,0.21064816671821718,0.013725085992833024,0.0010293394870139862,263,247,463,403,397,16
DST-00141,3,15,18,0.003003003003003003,0.015015015015015015,0.0014561119650037951,0.2046348540004826,0.015888911130575337,0.0007055936100007253,263,286,484,380,523,-23
MFG-00106,11,7,18,0.011011011011011011,0.007007007007007007,0.0006033225446792756,0.01257779518649084,9.17183212094152e-47,0.0006012782738162981,263,396,578,583,557,-133
SUP-00165,1,17,18,0.001001001001001001,0.017017017017017015,0.0002160097622904453,0.001001001001001001,4.025033892624705e-50,0.0004326070307814542,263,476,626,660,637,-213
DST-00036,4,14,18,0.004004004004004004,0.014014014014014014,0.0023075132414294816,0.23086326404478646,0.04094854326897011,0.0011220723729533527,263,192,350,189,370,71
RET-00131,18,0,18,0.018018018018018018,0.0,0.0,0.27668625451589274,0.0828991786170757,0.0023177650890073187,263,553,19,28,57,-290
SUP-00031,1,17,18,0.001001001001001001,0.017017017017017015,0.0001798281750342735,0.001001001001001001,7.024212407027531e-50,0.000450970272759208,263,487,626,619,618,-224
MFG-00088,12,6,18,0.012012012012012012,0.006006006006006006,0.0009738350293455231,0.19588011970015834,0.010474349252361058,0.0010302225446387754,263,344,512,433,395,-81
MFG-00095,9,9,18,0.009009009009009009,0.009009009009009009,0.00289900367740654,0.21656199990041922,0.022929905496434175,0.0012070375590645542,263,150,444,319,334,113
SUP-00029,1,17,18,0.001001001001001001,0.017017017017017015,0.0002471079978950898,0.001001001001001001,8.046659627846681e-50,0.0004589667035537712,263,466,626,613,615,-203
MFG-00001,11,7,18,0.011011011011011011,0.007007007007007007,0.0016505207565126248,0.19990807709117567,0.013804147376994721,0.0011799163740716986,263,262,500,400,342,1
DST-00061,10,8,18,0.01001001001001001,0.008008008008008008,0.002898361691344842,0.24744549291271747,0.026087407269337767,0.0015694929770542362,263,151,221,295,218,112
MFG-00093,6,12,18,0.006006006006006006,0.012012012012012012,0.0005203504631698001,0.006006006006006006,3.1017640522250155e-49,0.0006690327973975817,263,411,598,599,539,-148
RET-00039,18,0,18,0.018018018018018018,0.0,0.0,0.2819502022831392,0.10441611755794021,0.0031325920138977866,263,553,7,8,11,-290
DST-00057,6,12,18,0.006006006006006006,0.012012012012012012,0.005160619607846261,0.2432055084556798,0.033109195679218204,0.0032113978769585097,263,55,258,249,7,208
DST-00125,4,14,18,0.004004004004004004,0.014014014014014014,0.002032605265806407,0.22101328983920077,0.022574923185286047,0.0009813755885435848,263,224,414,322,415,39
RET-00052,17,0,17,0.017017017017017015,0.0,0.0,0.2624398413872098,0.06628080964610403,0.00200383702837986,300,553,93,66,118,-253
DST-00196,5,12,17,0.005005005005005005,0.012012012012012012,0.0011020231467477697,0.2168266647337836,0.02587618530298696,0.0009678473831278981,300,333,442,296,424,-33
DST-00167,6,11,17,0.006006006006006006,0.011011011011011011,0.0018905547327121442,0.22565140657350513,0.02527806924333112,0.001068348480328199,300,240,386,299,385,60
DST-00078,7,10,17,0.007007007007007007,0.01001001001001001,0.0024235595707601146,0.22782461434146825,0.0255743033196617,0.0016575013484294244,300,183,376,297,188,117
DST-00177,9,8,17,0.009009009009009009,0.008008008008008008,0.0029106158509173566,0.2601443085314053,0.04972356420196769,0.002034000038681774,300,148,109,144,107,152
RET-00056,17,0,17,0.017017017017017015,0.0,0.0,0.25727318638711044,0.05196681637767749,0.0017897947376573076,300,553,133,128,161,-253
RET-00138,17,0,17,0.017017017017017015,0.0,0.0,0.2731798618895393,0.0760433867668199,0.002369025591670559,300,553,30,41,49,-253
DST-00138,7,10,17,0.007007007007007007,0.01001001001001001,0.001954674662181977,0.23086326404478646,0.021229633174746177,0.0010594900758708707,300,230,350,334,388,70
RET-00008,17,0,17,0.017017017017017015,0.0,0.0,0.27918381489810057,0.10726751497352327,0.002807540732865504,300,553,14,7,15,-253
RET-00090,17,0,17,0.017017017017017015,0.0,0.0,0.25788392370670854,0.03341416957982833,0.0015134221757908154,300,553,126,244,233,-253
DST-00124,10,7,17,0.01001001001001001,0.007007007007007007,0.0020236860540652143,0.2511230267776623,0.033805667370342136,0.0022613962780356606,300,226,189,239,67,74
MFG-00099,7,10,17,0.007007007007007007,0.01001001001001001,0.002072442156379272,0.21689293205185622,0.023707735758139586,0.0012616250331076388,300,217,441,310,314,83
DST-00001,7,10,17,0.007007007007007007,0.01001001001001001,0.0015753963312775334,0.19041418665781423,0.0017009740030891414,0.001109850510703801,300,269,531,530,374,31
DST-00176,8,9,17,0.008008008008008008,0.009009009009009009,0.0025192409025771396,0.2640155035988369,0.0394814066021093,0.0014268362907626064,300,178,76,200,266,122
DST-00169,9,8,17,0.009009009009009009,0.008008008008008008,0.0015858137191782041,0.2483982056960706,0.038655257651968276,0.0015396548628244834,300,268,215,207,229,32
RET-00014,17,0,17,0.017017017017017015,0.0,0.0,0.2801734385034897,0.08919717124086023,0.002225487659040088,300,553,11,15,75,-253
RET-00129,17,0,17,0.017017017017017015,0.0,0.0,0.26612808094289575,0.04874047883510304,0.0016318386731601574,300,553,62,145,200,-253
MFG-00039,12,5,17,0.012012012012012012,0.005005005005005005,0.002250238998315748,0.2189675019048669,0.02718536909036456,0.0014556688061096805,300,194,429,281,253,106
SUP-00088,2,15,17,0.002002002002002002,0.015015015015015015,0.00024393140666537135,0.002002002002002002,1.1863795918904827e-49,0.00043535593540073013,300,467,602,604,634,-167
RET-00125,17,0,17,0.017017017017017015,0.0,0.0,0.26602855660447283,0.05741248825402927,0.0015818347071548475,300,553,63,102,214,-253
MFG-00115,11,6,17,0.011011011011011011,0.006006006006006006,0.0023346675109803634,0.22529322973767418,0.017176720963482578,0.0010538635739165908,300,190,390,367,391,110
MFG-00127,10,7,17,0.01001001001001001,0.007007007007007007,0.0005435192409717657,0.010899788677566455,1.0926794612329532e-46,0.0007789013079552776,300,407,586,581,496,-107
RET-00107,17,0,17,0.017017017017017015,0.0,0.0,0.2723431701226494,0.08776137121373515,0.002089966331315184,300,553,33,19,95,-253
RET-00111,17,0,17,0.017017017017017015,0.0,0.0,0.2742496342496343,0.051480788548209505,0.0022195709898998254,300,553,24,130,76,-253
MFG-00101,11,6,17,0.011011011011011011,0.006006006006006006,0.0005553094534336458,0.011277944611277945,7.2618325493033045e-47,0.0009708456775285828,300,404,585,588,421,-104
MFG-00149,10,7,17,0.01001001001001001,0.007007007007007007,0.00132048385878191,0.19363538162992458,0.0022826068224868264,0.0011105686671592087,300,307,522,526,373,-7
DST-00004,5,12,17,0.005005005005005005,0.012012012012012012,0.001558029829618009,0.22608272496772017,0.04268864300101387,0.0013230781171784218,300,271,383,179,294,29
RET-00044,17,0,17,0.017017017017017015,0.0,0.0,0.2698635661458119,0.07750956392112429,0.0024259030298409237,300,553,42,38,44,-253
RET-00057,17,0,17,0.017017017017017015,0.0,0.0,0.2736182076166727,0.08097875367771037,0.002255856993765733,300,553,27,29,68,-253
WHS-00040,12,5,17,0.012012012012012012,0.005005005005005005,0.004318823921619937,0.22819089185648672,0.0008851995785025061,0.0004323379304449341,300,92,368,543,638,208
MFG-00015,12,5,17,0.012012012012012012,0.005005005005005005,0.0013893374767173848,0.2209444812184538,0.008203457836798643,0.0007794608418824202,300,296,417,458,495,4
MFG-00032,10,7,17,0.01001001001001001,0.007007007007007007,0.0008546605908190675,0.010899788677566455,1.2265178024381791e-46,0.0009671256703675316,300,363,586,577,425,-63
RET-00114,17,0,17,0.017017017017017015,0.0,0.0,0.26354710167394535,0.04460405853679748,0.0018070894142392909,300,553,81,167,156,-253
WHS-00015,14,3,17,0.014014014014014014,0.003003003003003003,0.0016948317491094567,0.23999786055924036,0.008590052255088612,0.0008654930394769605,300,256,282,451,460,44
RET-00059,16,0,16,0.016016016016016016,0.0,0.0,0.2690751128486978,0.07137390899828056,0.0021755983401306692,334,553,46,52,85,-219
DST-00157,6,10,16,0.006006006006006006,0.01001001001001001,0.0006498781369250543,0.22366015558577804,0.034247628364052325,0.0012980387096094487,334,387,400,238,300,-53
RET-00045,16,0,16,0.016016016016016016,0.0,0.0,0.2740217104623884,0.07921318261200733,0.0022530077346941744,334,553,25,32,69,-219
DST-00065,6,10,16,0.006006006006006006,0.01001001001001001,0.0025711740359581985,0.23711115057590165,0.019422828109025684,0.001690069732769644,334,175,304,350,180,159
DST-00077,7,9,16,0.007007007007007007,0.009009009009009009,0.0005043881320220279,0.191235158629392,0.001562444357863722,0.0009701844506034227,334,415,529,533,422,-81
RET-00042,16,0,16,0.016016016016016016,0.0,0.0,0.269583761455217,0.05337659916770852,0.002029099524302844,334,553,43,120,110,-219
DST-00007,9,7,16,0.009009009009009009,0.007007007007007007,0.0019414092872068942,0.2360072077398316,0.013932957712428817,0.0008958704281438019,334,232,313,398,449,102
WHS-00046,15,1,16,0.015015015015015015,0.001001001001001001,0.000848640232500042,0.24805091704777127,0.021965770164229518,0.0011276165843813735,334,364,217,327,366,-30
DST-00046,6,10,16,0.006006006006006006,0.01001001001001001,0.002198883397172718,0.24073055416338995,0.03711236837648663,0.0014458493601423868,334,202,275,217,258,132
DST-00198,7,9,16,0.007007007007007007,0.009009009009009009,0.0034310251360285798,0.24744549291271747,0.04795637562913175,0.001327144798046544,334,119,221,153,292,215
RET-00123,16,0,16,0.016016016016016016,0.0,0.0,0.26543297028371654,0.07448651977720841,0.002463935058504995,334,553,69,47,40,-219
DST-00200,9,7,16,0.009009009009009009,0.007007007007007007,0.0034989320397243195,0.256199882192662,0.06734297024973909,0.0025616032849176584,334,116,142,62,30,218
RET-00033,16,0,16,0.016016016016016016,0.0,0.0,0.27068506863027414,0.08904790218155761,0.002339681700488814,334,553,38,16,55,-219
